"loyalty_number","total_months","total_years","total_flights","distance","points_accumulated","points_redeemed","dollar_cost_points_redeemed","country","province","city","postal_code","gender","education","salary","marital_status","loyalty_card","clv","enrollment_type","enrollment_year","enrollment_month","cancellation_year","cancellation_month","churned"
"812417",24,2,32,46187,46187,1084,195,"Canada","Ontario","Toronto","P5S6R4","Female","Doctor",80926,"Married","Aurora",10529.01,"Standard",2014,4,0,0,0
"812513",24,2,47,72362,72362,2145,386,"Canada","Ontario","Toronto","M2M7K8","Female","Bachelor",73945,"Single","Star",12157.33,"Standard",2012,7,0,0,0
"812599",24,2,34,57111,57111,421,76,"Canada","Alberta","Peace River","T9O2W2","Male","Bachelor",77161,"Divorced","Nova",12622.83,"Standard",2014,6,0,0,0
"812617",24,2,7,12696,12696,0,0,"Canada","New Brunswick","Fredericton","E3B2H2","Female","Bachelor",70435,"Single","Star",3193.46,"Standard",2018,9,0,0,0
"812628",24,2,2,3554,3554,0,0,"Canada","Manitoba","Winnipeg","R6Y4T5","Female","Bachelor",100598,"Married","Star",5137.35,"Standard",2018,8,0,0,0
"812804",24,2,15,24700,24700,427,77,"Canada","Ontario","Toronto","M1R4K3","Female","Bachelor",49489,"Married","Star",9743.35,"Standard",2017,12,0,0,0
"812894",24,2,30,48421,48421,443,80,"Canada","Ontario","Kingston","M9K2P4","Female","College",72819,"Single","Nova",21123.12,"Standard",2015,7,0,0,0
"812899",24,2,44,56439,56439,1856,335,"Canada","Ontario","Toronto","M8Y4K8","Female","Bachelor",78830,"Married","Aurora",8646.5,"Standard",2012,5,0,0,0
"813320",24,2,44,70153,70153,464,84,"Canada","British Columbia","Vancouver","V6E3D9","Male","College",73544,"Married","Star",2460.67,"Standard",2014,12,0,0,0
"813352",24,2,0,0,0,0,0,"Canada","British Columbia","Dawson Creek","U5I4F1","Male","Bachelor",60278,"Married","Aurora",28393.33,"Standard",2014,4,2014,12,1
"813439",24,2,50,59944,59944,1424,257,"Canada","British Columbia","Victoria","V106T5","Female","Bachelor",65021,"Divorced","Nova",7090.47,"Standard",2014,3,0,0,0
"813455",11,1,104,136935,205402.5,0,0,"Canada","Quebec","Montreal","H2T2J6","Female","Bachelor",48264,"Married","Star",13989.85,"2018 Promotion",2018,4,0,0,0
"813520",24,2,32,52578,52578,0,0,"Canada","British Columbia","Dawson Creek","U5I4F1","Male","College",74408,"Married","Star",2593.4,"Standard",2012,9,0,0,0
"813567",24,2,44,61498,61498,1152,207,"Canada","British Columbia","Whistler","V6T1Y8","Male","High School or Below",78318,"Married","Star",15114.4,"Standard",2017,1,0,0,0
"813620",24,2,36,49608,49608,1431,259,"Canada","Ontario","Ottawa","K1F2R2","Male","Bachelor",102789,"Divorced","Star",26939.51,"Standard",2014,1,0,0,0
"813652",24,2,29,55461,55461,602,108,"Canada","Quebec","Montreal","H2Y2W2","Female","Master",133080,"Divorced","Star",8065.23,"Standard",2015,10,0,0,0
"813681",24,2,39,56621,56621,1587,285,"Canada","Ontario","Kingston","M9K2P4","Male","College",72819,"Married","Star",2710.12,"Standard",2013,4,0,0,0
"813725",24,2,25,33956,33956,0,0,"Canada","British Columbia","Vancouver","V6E3Z3","Male","Bachelor",65371,"Married","Aurora",10677.25,"Standard",2014,9,0,0,0
"813739",24,2,31,42113,42113,766,138,"Canada","Manitoba","Winnipeg","R2C0M5","Male","Master",112860,"Divorced","Nova",2867.31,"Standard",2018,12,0,0,0
"813868",24,2,14,27145,27145,0,0,"Canada","Ontario","Ottawa","K1F2R2","Male","Bachelor",101525,"Married","Aurora",8421.52,"Standard",2018,6,0,0,0
"813931",24,2,37,62847,62847,1453,262,"Canada","British Columbia","Vancouver","V6E3D9","Male","Bachelor",99343,"Single","Star",2734.51,"Standard",2015,1,0,0,0
"814067",24,2,51,65100,65100,0,0,"Canada","Alberta","Calgary","T3E2V9","Male","College",74917,"Divorced","Aurora",7035.53,"Standard",2012,11,0,0,0
"814112",24,2,34,55974,55974,0,0,"Canada","Ontario","Toronto","P1J8T7","Male","Bachelor",81078,"Single","Aurora",13111.11,"Standard",2017,10,0,0,0
"814236",24,2,24,38448,38448,0,0,"Canada","British Columbia","Victoria","V106T5","Female","Bachelor",100606,"Married","Star",2635.15,"Standard",2017,7,0,0,0
"814490",24,2,26,44269,44269,1109,200,"Canada","Nova Scotia","Halifax","B3C2M8","Male","Bachelor",56465,"Divorced","Nova",5927.39,"Standard",2017,9,0,0,0
"814653",24,2,27,32150,32150,795,143,"Canada","Saskatchewan","Regina","S6J3G0","Female","Bachelor",59278,"Married","Star",4864.53,"Standard",2017,3,0,0,0
"814698",24,2,18,35861,35861,547,98,"Canada","Ontario","Trenton","K8V4B2","Male","Bachelor",68150,"Married","Nova",7524.88,"Standard",2017,12,0,0,0
"814703",24,2,36,53669,53669,1233,222,"Canada","Quebec","Montreal","H2Y2W2","Male","Bachelor",64720,"Single","Star",8311.85,"Standard",2013,8,0,0,0
"814748",24,2,48,67616,67616,602,108,"Canada","British Columbia","Vancouver","V6E3D9","Male","Bachelor",86367,"Married","Star",6554.39,"Standard",2014,9,2018,9,1
"814894",24,2,12,16370,16370,0,0,"Canada","Ontario","Kingston","M9K2P4","Male","Bachelor",53561,"Married","Nova",16159.54,"Standard",2018,7,0,0,0
"815207",11,1,59,87848,131772,441,79,"Canada","Quebec","Tremblant","H5Y2S9","Male","Bachelor",48680,"Married","Nova",24261.02,"2018 Promotion",2018,4,0,0,0
"815248",24,2,5,9727,9727,0,0,"Canada","Ontario","Toronto","M2P4F6","Male","Bachelor",54457,"Divorced","Nova",3436.13,"Standard",2016,9,2017,5,1
"815328",24,2,18,26240,26240,415,75,"Canada","Ontario","Trenton","K8V4B2","Female","Bachelor",50718,"Divorced","Nova",13780.49,"Standard",2016,9,0,0,0
"815344",24,2,10,12950,12950,0,0,"Canada","British Columbia","Vancouver","V6E3D9","Female","College",73544,"Single","Star",2414.07,"Standard",2017,11,0,0,0
"815381",24,2,0,0,0,0,0,"Canada","Quebec","Montreal","H2T2J6","Male","Bachelor",86276,"Married","Nova",19483.24,"Standard",2012,11,0,0,0
"815498",24,2,42,75494,75494,706,127,"Canada","Quebec","Montreal","H2T2J6","Male","Bachelor",49355,"Married","Star",2467.13,"Standard",2018,6,0,0,0
"815541",24,2,44,59637,59637,1648,297,"Canada","Saskatchewan","Regina","S1J3C5","Female","Bachelor",80153,"Married","Aurora",8675.99,"Standard",2016,11,0,0,0
"815584",11,1,47,64157,96235.5,0,0,"Canada","Quebec","Hull","J8Y3Z5","Male","Doctor",295593,"Married","Nova",8168.71,"2018 Promotion",2018,3,0,0,0
"815603",24,2,0,0,0,0,0,"Canada","New Brunswick","Moncton","E1A2A7","Male","Bachelor",82545,"Single","Star",2379.83,"Standard",2014,9,2016,11,1
"815626",24,2,39,54335,54335,0,0,"Canada","Ontario","Toronto","M2P4F6","Male","Bachelor",56567,"Single","Star",4773.69,"Standard",2012,9,0,0,0
"815643",24,2,43,63314,63314,797,144,"Canada","Quebec","Montreal","H2Y2W2","Male","Bachelor",55876,"Married","Nova",18569.5,"Standard",2016,2,0,0,0
"815718",24,2,29,39731,39731,830,149,"Canada","Ontario","Toronto","P1W1K4","Female","College",73008,"Married","Star",6940.07,"Standard",2012,8,0,0,0
"815789",24,2,44,62808,62808,887,160,"Canada","Ontario","Trenton","K8V4B2","Male","Bachelor",102717,"Married","Star",8927.13,"Standard",2013,2,0,0,0
"815796",24,2,34,41418,41418,0,0,"Canada","British Columbia","Vancouver","V6E3D9","Male","Bachelor",89572,"Married","Star",25763.41,"Standard",2017,10,0,0,0
"815804",24,2,32,41744,41744,0,0,"Canada","Alberta","Edmonton","T9G1W3","Male","Bachelor",69218,"Married","Nova",3184.36,"Standard",2016,4,0,0,0
"815834",24,2,51,72083,72083,1006,182,"Canada","British Columbia","Whistler","V6T1Y8","Female","Bachelor",67445,"Single","Nova",5015.01,"Standard",2014,12,0,0,0
"815841",11,1,54,81363,122044.5,0,0,"Canada","Ontario","Kingston","M9K2P4","Male","Bachelor",20805,"Married","Aurora",13869.93,"2018 Promotion",2018,2,2018,10,1
"815850",24,2,42,60471,60471,1523,274,"Canada","Ontario","Toronto","P1W1K4","Male","Bachelor",57974,"Single","Aurora",19237.77,"Standard",2016,9,0,0,0
"816110",24,2,46,68279,68279,0,0,"Canada","British Columbia","West Vancouver","V6V8Z3","Male","Master",77085,"Divorced","Star",6071.91,"Standard",2012,5,0,0,0
"816122",24,2,17,24859,24859,0,0,"Canada","Ontario","Toronto","P1J8T7","Female","Bachelor",75990,"Married","Nova",3238,"Standard",2017,9,2018,5,1
"816196",24,2,46,65249,65249,1344,242,"Canada","Quebec","Quebec City","G1B3L5","Male","Bachelor",65264,"Divorced","Star",5656.2,"Standard",2016,11,0,0,0
"816323",24,2,45,65062,65062,1198,216,"Canada","Nova Scotia","Halifax","B3C2M8","Female","Master",109361,"Divorced","Star",2397.04,"Standard",2014,3,0,0,0
"816330",24,2,10,9095,9095,711,128,"Canada","British Columbia","Vancouver","V6E3D9","Male","Bachelor",47715,"Divorced","Star",3096.51,"Standard",2018,8,0,0,0
"816406",24,2,0,0,0,0,0,"Canada","British Columbia","Victoria","V106T5","Female","College",72896,"Single","Star",9904.98,"Standard",2012,7,0,0,0
"816420",24,2,30,50779,50779,614,111,"Canada","New Brunswick","Moncton","E1A2A7","Female","Bachelor",74920,"Divorced","Nova",12421.86,"Standard",2016,12,0,0,0
"816510",24,2,1,2367,2367,0,0,"Canada","Alberta","Banff","T4V1D4","Female","Bachelor",79607,"Married","Star",2614.47,"Standard",2018,9,0,0,0
"816593",24,2,38,62856,62856,1909,343,"Canada","British Columbia","Victoria","V106T5","Male","College",72896,"Single","Star",4398.05,"Standard",2015,11,0,0,0
"816608",24,2,40,75834,75834,0,0,"Canada","Quebec","Montreal","H4G3T4","Female","Bachelor",59169,"Married","Star",9816.53,"Standard",2015,9,0,0,0
"816705",24,2,47,77780,77780,2969,535,"Canada","Ontario","Ottawa","K1G4Z0","Male","Bachelor",46813,"Married","Nova",2810.96,"Standard",2016,10,0,0,0
"816763",24,2,26,36296,36296,556,100,"Canada","British Columbia","Vancouver","V6E3Z3","Female","College",73544,"Single","Star",3297.9,"Standard",2013,6,0,0,0
"816881",24,2,46,44956,44956,999,179,"Canada","Quebec","Tremblant","H5Y2S9","Male","Bachelor",56411,"Married","Star",4314.17,"Standard",2018,6,0,0,0
"816937",24,2,21,27234,27234,844,152,"Canada","Alberta","Edmonton","T9G1W3","Male","Bachelor",73865,"Single","Nova",7868.17,"Standard",2018,1,0,0,0
"816983",24,2,36,59462,59462,362,65,"Canada","Quebec","Montreal","H2T2J6","Male","College",73455,"Married","Star",7550.42,"Standard",2016,2,0,0,0
"817041",11,1,0,0,0,0,0,"Canada","Quebec","Quebec City","G1B3L5","Female","Bachelor",67819,"Single","Star",22332.44,"2018 Promotion",2018,4,0,0,0
"817066",24,2,41,66876,66876,0,0,"Canada","Ontario","Toronto","P5S6R4","Male","College",73008,"Single","Nova",3548.4,"Standard",2015,10,0,0,0
"817069",11,1,45,94589,141883.5,453,82,"Canada","Ontario","Toronto","P1J8T7","Female","Bachelor",74466,"Married","Nova",5431.22,"2018 Promotion",2018,3,0,0,0
"817070",24,2,32,36374,36374,1072,193,"Canada","British Columbia","Vancouver","V6E3D9","Female","Bachelor",61809,"Married","Nova",4282.95,"Standard",2015,10,2018,12,1
"817074",24,2,22,41596,41596,0,0,"Canada","Quebec","Montreal","H2T9K8","Male","Bachelor",59667,"Married","Aurora",9095.05,"Standard",2017,12,0,0,0
"817102",24,2,37,56198,56198,0,0,"Canada","British Columbia","Vancouver","V1E4R6","Male","Bachelor",104617,"Married","Nova",9778.73,"Standard",2015,7,0,0,0
"817135",24,2,6,11098,11098,0,0,"Canada","Ontario","Toronto","M2M6J7","Female","Bachelor",50298,"Married","Nova",5318.9,"Standard",2018,7,0,0,0
"817136",24,2,38,54318,54318,0,0,"Canada","Ontario","Thunder Bay","K8T5M5","Female","Bachelor",59223,"Married","Aurora",5319.31,"Standard",2017,4,0,0,0
"817158",24,2,37,61242,61242,632,114,"Canada","British Columbia","Dawson Creek","U5I4F1","Female","Bachelor",62429,"Single","Nova",3498.63,"Standard",2014,9,0,0,0
"817168",24,2,54,93109,93109,2188,394,"Canada","Quebec","Montreal","H2Y4R4","Male","Bachelor",103875,"Married","Aurora",7960.01,"Standard",2012,8,0,0,0
"817191",24,2,33,43614,43614,1627,292,"Canada","Ontario","Toronto","M2M7K8","Female","College",73008,"Married","Aurora",5325.72,"Standard",2018,6,0,0,0
"817245",24,2,22,29180,29180,1386,250,"Canada","Nova Scotia","Halifax","B3J9S2","Female","Bachelor",49816,"Single","Nova",3044,"Standard",2013,9,0,0,0
"817288",24,2,11,17998,17998,504,91,"Canada","Ontario","Toronto","M2Z4K1","Male","Bachelor",84504,"Single","Star",22693.29,"Standard",2017,12,0,0,0
"817298",24,2,6,9108,9108,0,0,"Canada","Quebec","Montreal","H2T9K8","Female","Bachelor",47930,"Single","Aurora",21418.36,"Standard",2018,8,0,0,0
"817375",24,2,38,59713,59713,432,78,"Canada","Quebec","Quebec City","G1B3L5","Female","Bachelor",86161,"Married","Nova",9106.87,"Standard",2015,4,0,0,0
"817456",24,2,39,70603,70603,1802,325,"Canada","Quebec","Quebec City","G1B3L5","Male","Bachelor",96807,"Married","Star",5163.84,"Standard",2012,9,0,0,0
"817520",24,2,27,44544,44544,705,127,"Canada","Ontario","Toronto","M2M7K8","Male","Bachelor",68249,"Single","Star",8769.27,"Standard",2014,3,0,0,0
"817527",24,2,27,38669,38669,508,91,"Canada","Ontario","Toronto","M2Z4K1","Male","Bachelor",83172,"Married","Aurora",7782.13,"Standard",2015,3,0,0,0
"817573",24,2,42,60265,60265,0,0,"Canada","Ontario","Thunder Bay","K8T5M5","Male","College",73995,"Single","Aurora",9498.47,"Standard",2013,8,0,0,0
"817609",24,2,33,42252,42252,1038,187,"Canada","Ontario","Toronto","P1J8T7","Female","Bachelor",86215,"Married","Nova",7986.19,"Standard",2017,7,0,0,0
"817613",24,2,41,70871,70871,1891,340,"Canada","Ontario","Toronto","M2M7K8","Male","Bachelor",56870,"Married","Nova",9422.97,"Standard",2014,3,0,0,0
"817714",24,2,34,39117,39117,378,68,"Canada","Quebec","Montreal","H4G3T4","Male","Doctor",245263,"Married","Star",31803.31,"Standard",2013,6,0,0,0
"817744",24,2,42,71559,71559,0,0,"Canada","Ontario","Trenton","K8V4B2","Male","Doctor",138073,"Married","Nova",6054.49,"Standard",2014,9,0,0,0
"817822",24,2,38,63573,63573,1087,196,"Canada","Quebec","Quebec City","G1B3L5","Male","High School or Below",40070,"Married","Aurora",8682.23,"Standard",2014,1,0,0,0
"817851",24,2,36,49400,49400,1942,349,"Canada","Saskatchewan","Regina","S6J3G0","Male","Bachelor",67609,"Married","Star",2451.54,"Standard",2015,11,0,0,0
"817932",24,2,21,29246,29246,293,53,"Canada","Ontario","Toronto","M1R4K3","Female","Bachelor",84988,"Married","Nova",10656.88,"Standard",2013,3,0,0,0
"818040",24,2,0,0,0,0,0,"Canada","Ontario","Toronto","M2M6J7","Female","Bachelor",65663,"Married","Nova",2969.59,"Standard",2015,5,2016,1,1
"818077",24,2,34,47648,47648,634,114,"Canada","Alberta","Peace River","T9O2W2","Male","Bachelor",96023,"Married","Nova",7726.99,"Standard",2016,9,0,0,0
"818114",24,2,39,55383,55383,0,0,"Canada","British Columbia","Vancouver","V6E3Z3","Female","Bachelor",81177,"Married","Star",7720.16,"Standard",2013,6,0,0,0
"818271",24,2,30,47074,47074,460,83,"Canada","Ontario","Toronto","M2P4F6","Female","Bachelor",101352,"Married","Star",3808.12,"Standard",2018,1,0,0,0
"818329",24,2,9,10284,10284,0,0,"Canada","Ontario","Sudbury","M5V1G5","Female","Doctor",120037,"Married","Star",2640.49,"Standard",2018,6,0,0,0
"818391",24,2,11,14318,14318,592,107,"Canada","Quebec","Hull","J8Y3Z5","Female","Bachelor",64035,"Divorced","Aurora",5157.05,"Standard",2018,7,2018,12,1
"818454",24,2,31,41226,41226,0,0,"Canada","British Columbia","Vancouver","V6E3D9","Female","Bachelor",93975,"Married","Aurora",6104.72,"Standard",2017,10,0,0,0
"818484",24,2,30,39922,39922,952,171,"Canada","Ontario","Thunder Bay","K8T5M5","Female","Bachelor",82886,"Married","Aurora",5671.09,"Standard",2016,12,0,0,0
"818567",24,2,57,85388,85388,0,0,"Canada","British Columbia","Dawson Creek","U5I4F1","Female","Bachelor",63071,"Divorced","Nova",3848.48,"Standard",2014,10,0,0,0
"818597",24,2,33,35436,35436,883,159,"Canada","Quebec","Hull","J8Y3Z5","Male","College",72887.5,"Divorced","Nova",5124.98,"Standard",2017,1,0,0,0
"818616",24,2,38,56418,56418,0,0,"Canada","Saskatchewan","Regina","S6J3G0","Female","College",74756,"Single","Nova",4250.28,"Standard",2013,2,0,0,0
"818864",24,2,46,60998,60998,1275,230,"Canada","Ontario","Thunder Bay","K8T5M5","Female","Bachelor",68005,"Married","Star",27430.14,"Standard",2015,1,0,0,0
"818870",24,2,26,45942,45942,0,0,"Canada","Ontario","Trenton","K8V4B2","Female","Master",79329,"Divorced","Star",4904.89,"Standard",2017,12,0,0,0
"818881",11,1,66,77735,116602.5,0,0,"Canada","Manitoba","Winnipeg","R3R3T4","Female","Bachelor",69696,"Single","Nova",11009.13,"2018 Promotion",2018,3,0,0,0
"818886",24,2,0,0,0,0,0,"Canada","British Columbia","West Vancouver","V6V8Z3","Female","Bachelor",61057,"Married","Nova",23893.3,"Standard",2013,2,2016,10,1
"818940",24,2,33,49233,49233,935,168,"Canada","British Columbia","Vancouver","V1E4R6","Female","Bachelor",49588,"Divorced","Aurora",10972.07,"Standard",2017,6,0,0,0
"818995",24,2,41,55330,55330,0,0,"Canada","British Columbia","Dawson Creek","U5I4F1","Male","Bachelor",70226,"Married","Nova",3208.23,"Standard",2014,11,0,0,0
"819055",24,2,41,71598,71598,886,159,"Canada","Ontario","Toronto","P2T6G3","Female","Doctor",214092,"Divorced","Nova",10831.13,"Standard",2012,11,0,0,0
"819077",24,2,31,51477,51477,1434,259,"Canada","Quebec","Hull","J8Y3Z5","Male","Bachelor",63952,"Married","Star",2842.82,"Standard",2015,5,0,0,0
"819149",24,2,48,83472,83472,0,0,"Canada","Ontario","Toronto","P1L8X8","Male","Bachelor",84702,"Married","Nova",8071.33,"Standard",2013,1,0,0,0
"819246",24,2,0,0,0,0,0,"Canada","Ontario","Toronto","M2M7K8","Female","Bachelor",50412,"Single","Star",7705.28,"Standard",2013,10,2016,11,1
"819255",24,2,10,13922,13922,0,0,"Canada","British Columbia","Vancouver","V6E3D9","Female","Bachelor",94761,"Married","Star",5638.15,"Standard",2018,5,0,0,0
"819267",24,2,46,74355,74355,766,138,"Canada","Alberta","Calgary","T3E2V9","Male","High School or Below",63837,"Divorced","Star",17930.6,"Standard",2015,12,0,0,0
"819315",24,2,17,27812,27812,0,0,"Canada","British Columbia","Whistler","V6T1Y8","Male","Bachelor",72880,"Married","Aurora",10714.21,"Standard",2018,5,0,0,0
"819375",24,2,42,76207,76207,1508,272,"Canada","British Columbia","West Vancouver","V6V8Z3","Male","Bachelor",49610,"Married","Star",22093.62,"Standard",2014,2,0,0,0
"819448",24,2,5,4656,4656,620,112,"Canada","Quebec","Montreal","H2T2J6","Female","Bachelor",91721,"Single","Star",5047.48,"Standard",2018,6,0,0,0
"819497",24,2,44,58463,58463,1340,241,"Canada","British Columbia","Vancouver","V5R1W3","Male","Bachelor",51189,"Divorced","Nova",9217.98,"Standard",2017,7,0,0,0
"819498",24,2,9,12840,12840,0,0,"Canada","New Brunswick","Moncton","E1A2A7","Female","Bachelor",81266,"Married","Star",7417.41,"Standard",2018,8,0,0,0
"819521",11,1,68,117760,176640,0,0,"Canada","British Columbia","Victoria","V106T5","Female","Master",69772,"Divorced","Star",10083.49,"2018 Promotion",2018,3,2018,11,1
"819569",24,2,39,54941,54941,973,175,"Canada","Quebec","Hull","J8Y3Z5","Male","College",72887.5,"Married","Star",4644.9,"Standard",2015,4,0,0,0
"819592",24,2,31,48392,48392,1046,189,"Canada","Quebec","Montreal","H2T2J6","Male","College",73455,"Single","Star",4344.99,"Standard",2014,9,0,0,0
"819664",24,2,38,56086,56086,435,78,"Canada","Quebec","Montreal","H2Y2W2","Male","College",73455,"Married","Star",7200.66,"Standard",2017,3,0,0,0
"819718",24,2,43,72781,72781,533,96,"Canada","Ontario","Toronto","P1J8T7","Male","Bachelor",88871,"Married","Nova",4798.24,"Standard",2013,2,0,0,0
"819765",24,2,60,100180,100180,573,103,"Canada","Ontario","Toronto","M8Y4K8","Male","Bachelor",97923,"Married","Aurora",5261.12,"Standard",2015,1,0,0,0
"819809",24,2,30,45565,45565,1514,273,"Canada","Ontario","London","M5B3E4","Male","College",73328,"Married","Nova",8364.5,"Standard",2014,9,0,0,0
"819842",24,2,49,70659,70659,2212,398,"Canada","British Columbia","West Vancouver","V6V8Z3","Female","Bachelor",86276,"Married","Nova",19483.24,"Standard",2017,8,0,0,0
"819924",24,2,25,44680,44680,484,87,"Canada","Manitoba","Winnipeg","R6Y4T5","Male","Bachelor",72669,"Divorced","Nova",26243.86,"Standard",2017,6,0,0,0
"819969",24,2,47,80388,80388,510,92,"Canada","British Columbia","Vancouver","V5R1W3","Male","Bachelor",61693,"Married","Star",2858.45,"Standard",2016,7,0,0,0
"820164",24,2,31,44692,44692,1839,331,"Canada","Ontario","Toronto","M1R4K3","Female","Master",101038,"Married","Star",8382.63,"Standard",2017,4,0,0,0
"820187",24,2,0,0,0,0,0,"Canada","British Columbia","Vancouver","V6E3D9","Female","College",73544,"Single","Aurora",5162.37,"Standard",2016,4,2016,7,1
"820204",24,2,36,52172,52172,1906,343,"Canada","New Brunswick","Fredericton","E3B2H2","Female","Bachelor",49243,"Married","Star",2541.63,"Standard",2013,9,0,0,0
"820223",24,2,39,58661,58661,1046,189,"Canada","British Columbia","Dawson Creek","U5I4F1","Male","Doctor",248809,"Married","Star",4145.71,"Standard",2017,3,0,0,0
"820265",24,2,6,9123,9123,0,0,"Canada","British Columbia","West Vancouver","V6V8Z3","Male","Bachelor",58651,"Married","Star",2975.26,"Standard",2018,8,0,0,0
"820341",24,2,31,44943,44943,1443,259,"Canada","Quebec","Hull","J8Y3Z5","Male","Bachelor",54720,"Married","Nova",3139.17,"Standard",2012,7,0,0,0
"820344",24,2,10,16173,16173,0,0,"Canada","Ontario","Toronto","M2M7K8","Male","College",73008,"Single","Nova",3099.54,"Standard",2018,7,0,0,0
"820370",24,2,21,29340,29340,557,100,"Canada","Prince Edward Island","Charlottetown","C1A6E8","Male","College",79325,"Single","Nova",7486.09,"Standard",2017,4,0,0,0
"820406",24,2,28,48510,48510,793,143,"Canada","British Columbia","Vancouver","V6E3D9","Female","Bachelor",95306,"Married","Star",5741.73,"Standard",2015,4,0,0,0
"820454",24,2,29,43345,43345,699,126,"Canada","Ontario","Toronto","P5S6R4","Male","Bachelor",68791,"Divorced","Nova",5519.08,"Standard",2014,7,0,0,0
"820501",24,2,36,57676,57676,606,109,"Canada","Ontario","Trenton","K8V4B2","Male","Bachelor",88445,"Married","Star",5577.24,"Standard",2015,12,0,0,0
"820541",24,2,48,69345,69345,1248,224,"Canada","Quebec","Tremblant","H5Y2S9","Female","College",73447,"Single","Aurora",9408.34,"Standard",2016,9,0,0,0
"820542",24,2,36,61557,61557,1348,242,"Canada","Ontario","Sudbury","M5V1G5","Female","Bachelor",49197,"Married","Nova",3508.91,"Standard",2017,5,0,0,0
"821010",24,2,51,90255,90255,943,170,"Canada","Ontario","Toronto","M2M7K8","Male","Bachelor",94934,"Married","Nova",5505.06,"Standard",2014,2,0,0,0
"821043",24,2,46,66185,66185,487,88,"Canada","British Columbia","Vancouver","V5R1W3","Male","Bachelor",50663,"Married","Nova",4929.55,"Standard",2016,10,0,0,0
"821117",24,2,65,97792,97792,1136,204,"Canada","Ontario","Toronto","P1L8X8","Female","Bachelor",67762,"Married","Nova",10097.69,"Standard",2016,2,0,0,0
"821137",24,2,48,74287,74287,0,0,"Canada","Ontario","Toronto","P5S6R4","Female","High School or Below",58101,"Married","Nova",3649.66,"Standard",2016,10,0,0,0
"821202",24,2,47,82111,82111,457,82,"Canada","Nova Scotia","Halifax","B3J9S2","Female","Doctor",267238,"Single","Star",2331.33,"Standard",2015,8,0,0,0
"821216",24,2,30,43554,43554,1043,187,"Canada","Alberta","Peace River","T9O2W2","Male","Bachelor",100721,"Married","Star",2667.27,"Standard",2016,8,0,0,0
"821296",24,2,41,64479,64479,1323,238,"Canada","Quebec","Hull","J8Y3Z5","Female","Bachelor",55923,"Married","Star",10382.38,"Standard",2016,10,0,0,0
"821314",24,2,25,35297,35297,1261,227,"Canada","Quebec","Montreal","H2T2J6","Male","High School or Below",65752,"Married","Star",2961.31,"Standard",2017,6,0,0,0
"821325",24,2,22,27334,27334,484,87,"Canada","Quebec","Montreal","H2Y2W2","Male","College",73455,"Married","Aurora",5186.36,"Standard",2018,5,0,0,0
"821379",24,2,20,29572,29572,738,133,"Canada","British Columbia","Victoria","V106T5","Female","Bachelor",59207,"Married","Star",4601.91,"Standard",2017,9,2018,5,1
"821404",24,2,21,31797,31797,0,0,"Canada","Quebec","Montreal","H2T2J6","Male","Bachelor",67898,"Married","Star",4926.28,"Standard",2016,1,0,0,0
"821419",24,2,13,18277,18277,0,0,"Canada","Ontario","Toronto","P1W1K4","Male","College",73008,"Married","Star",8395.81,"Standard",2018,5,0,0,0
"821462",24,2,18,35377,35377,0,0,"Canada","Ontario","Sudbury","M5V1G5","Female","Bachelor",85766,"Divorced","Nova",10453.26,"Standard",2017,7,0,0,0
"821515",11,1,9,16174,24261,0,0,"Canada","British Columbia","Dawson Creek","U5I4F1","Female","Bachelor",60805,"Married","Star",4105.58,"2018 Promotion",2018,3,0,0,0
"821705",24,2,0,0,0,0,0,"Canada","Quebec","Montreal","H2Y2W2","Female","Doctor",86499,"Married","Star",4447.42,"Standard",2012,10,0,0,0
"821712",24,2,0,0,0,0,0,"Canada","Quebec","Montreal","H2T9K8","Male","Bachelor",70208,"Married","Aurora",10426.09,"Standard",2016,3,2016,11,1
"821739",24,2,49,69734,69734,2124,382,"Canada","Quebec","Montreal","H2T2J6","Female","College",73455,"Married","Star",8937.12,"Standard",2012,9,0,0,0
"821820",24,2,33,42120,42120,507,91,"Canada","British Columbia","Vancouver","V6E3D9","Male","College",73544,"Single","Star",3028.78,"Standard",2015,1,0,0,0
"821918",24,2,42,57659,57659,1840,332,"Canada","Quebec","Montreal","H2T2J6","Female","Bachelor",56519,"Married","Aurora",28799.95,"Standard",2012,12,0,0,0
"821944",24,2,11,12193,12193,0,0,"Canada","Ontario","Toronto","P5S6R4","Male","Bachelor",85265,"Married","Star",5038.98,"Standard",2016,12,2017,8,1
"822051",24,2,39,51063,51063,1190,214,"Canada","Alberta","Edmonton","T3G6Y6","Female","Bachelor",58711,"Divorced","Star",2491.32,"Standard",2013,11,0,0,0
"822066",24,2,28,49763,49763,0,0,"Canada","British Columbia","Whistler","V6T1Y8","Male","College",73082,"Single","Nova",3199.7,"Standard",2017,10,0,0,0
"822102",24,2,22,31383,31383,1655,298,"Canada","British Columbia","Vancouver","V5R1W3","Male","Bachelor",89040,"Married","Star",8578.36,"Standard",2017,6,0,0,0
"822122",24,2,34,51067,51067,463,83,"Canada","British Columbia","Vancouver","V6E3Z3","Male","College",73544,"Married","Nova",35013.54,"Standard",2017,1,0,0,0
"822205",24,2,16,16275,16275,442,80,"Canada","Ontario","Toronto","P1J8T7","Male","Bachelor",72072,"Married","Star",2539.99,"Standard",2018,1,0,0,0
